Individual{TOC=7085.568662788433, NV=22}
Individual{TOC=8834.958345139345, NV=15}
Individual{TOC=6323.551477839111, NV=26}
Individual{TOC=6512.521746399855, NV=23}
Individual{TOC=5203.8794742716345, NV=42}
Individual{TOC=5435.747470764062, NV=32}
Individual{TOC=5036.454215366157, NV=56}
Individual{TOC=5078.796355547067, NV=54}
Individual{TOC=5102.599748298619, NV=50}
Individual{TOC=5134.099090064795, NV=46}
Individual{TOC=5230.44093702868, NV=39}
Individual{TOC=5303.8561139318945, NV=35}
Individual{TOC=5673.316774238248, NV=31}
Individual{TOC=5835.727157689815, NV=27}
Individual{TOC=8105.985415881426, NV=18}
Individual{TOC=11334.317107512275, NV=11}
Individual{TOC=8669.946196378733, NV=16}
Individual{TOC=7829.310458198868, NV=19}
Individual{TOC=10574.225184190154, NV=12}
Individual{TOC=10461.63544450215, NV=13}
