Individual{TOC=6003.431353738249, NV=15}
Individual{TOC=5431.537469848785, NV=16}
Individual{TOC=4934.199827762226, NV=28}
Individual{TOC=4968.525897071765, NV=27}
Individual{TOC=5008.645602843178, NV=25}
Individual{TOC=5071.8499546795865, NV=24}
Individual{TOC=5181.157614206544, NV=19}
Individual{TOC=5257.958561685766, NV=18}
Individual{TOC=5338.395954175454, NV=17}
Individual{TOC=6913.178067445966, NV=14}
Individual{TOC=7726.995235172761, NV=11}
Individual{TOC=7903.070836771329, NV=10}
Individual{TOC=6991.6698286352075, NV=12}
