Individual{TOC=8615.502441911645, NV=18}
Individual{TOC=7511.605814484611, NV=23}
Individual{TOC=8607.13647178807, NV=19}
Individual{TOC=8652.912882471817, NV=17}
Individual{TOC=8094.3544057299105, NV=20}
Individual{TOC=10050.80356343257, NV=16}
Individual{TOC=7544.681732815045, NV=22}
Individual{TOC=5851.929290744128, NV=32}
Individual{TOC=5363.47082557782, NV=47}
Individual{TOC=5446.743706619314, NV=44}
Individual{TOC=5493.37655606795, NV=41}
Individual{TOC=5599.745953105035, NV=34}
Individual{TOC=5715.738090693705, NV=33}
Individual{TOC=5908.987425450368, NV=27}
Individual{TOC=6838.609491458626, NV=25}
Individual{TOC=10388.922615010326, NV=15}
Individual{TOC=11004.149280145017, NV=14}
Individual{TOC=11934.600711727478, NV=12}
Individual{TOC=11338.774085125957, NV=13}
